ID,Name,Release Date,Genres,Platforms,LaunchBefore2010
260250,Blood of the Werewolf,2013-10-28,Action;Indie,windows,NAO
260270,Shadows: Price For Our Sins Bonus Edition,2013-10-24,Adventure;Casual,windows,NAO
260330,Flockers™,2014-09-19,Action;Indie;Strategy,windows;mac;linux,NAO
260380,Ninja Cats vs Samurai Dogs,2014-02-21,Indie;Strategy,windows,NAO
260410,Get Off My Lawn!,2014-11-11,Casual;Free to Play;Indie,windows;mac,NAO
260430,The Four Kings Casino and Slots,2015-06-01,Casual;Free to Play;Massively Multiplayer;Simulation,windows;mac,NAO
260530,So Many Me,2014-07-17,Action;Indie;Strategy,windows;mac;linux,NAO
260550,Haunted,2014-08-18,Adventure;Casual,windows,NAO
260570,Gray Matter,2014-04-01,Adventure;Casual,windows,NAO
260650,Cold War,2014-01-08,Action,windows,NAO
260690,Dark Fall: The Journal,2013-12-03,Adventure,windows,NAO
260710,Dark Fall 2: Lights Out,2013-12-03,Adventure,windows,NAO
260730,Desperados: Wanted Dead or Alive,2013-11-20,Action;Strategy,windows;mac;linux,NAO
260750,Neighbours from Hell Compilation,2013-11-07,Adventure;Casual,windows,NAO
260790,1001 Spikes,2014-06-03,0,"Nicalis,NAO
260930,Emergency 2014,2013-11-15,Simulation,windows,NAO
261110,Killer is Dead - Nightmare Edition,2014-05-23,Action,windows,NAO
261180,Lethal League,2014-08-27,Action;Indie;Sports,windows;mac;linux,NAO
261350,Steam Bandits: Outpost,2014-01-14,Adventure;Casual;Indie;RPG;Early Access,windows;mac;linux,NAO
261470,Distant Worlds: Universe,2014-05-23,Simulation;Strategy,windows,NAO
261490,Bedlam,2015-10-13,Action;Indie,windows;mac,NAO
261510,Tesla Effect: A Tex Murphy Adventure,2014-05-08,Adventure;Indie,windows;mac,NAO
261530,Lifeless Planet Premier Edition,2014-06-06,Action;Adventure;Indie,windows;mac;linux,NAO
261640,Borderlands: The Pre-Sequel,2014-10-16,Action;RPG,windows;mac;linux,NAO
261680,Journal,2014-02-17,Adventure;Indie,windows;mac;linux,NAO
261700,Eryi's Action,2013-11-19,Action;Indie,windows;linux,NAO
261720,Holy Avatar vs. Maidens of the Dead,2014-02-20,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
261740,Humans Must Answer,2014-01-16,Action;Indie,windows,NAO
261760,Lichdom: Battlemage,2014-08-26,Action;Indie;RPG,windows,NAO
261880,Corporate Lifestyle Simulator,2014-03-12,Action;Casual;Indie,windows,NAO
261900,The Real Texas,2016-07-12,Action;Adventure;Indie;RPG,windows;mac,NAO
261920,Catzilla 4K - Advanced,2014-02-28,Utilities,windows,NAO
261940,The Mysterious Cities of Gold,2013-11-20,Adventure;Casual;Indie,windows,NAO
261960,Cube & Star: An Arbitrary Love,2014-02-14,Adventure;Casual;Indie,windows;mac;linux,NAO
262000,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,2014-10-15,Adventure,windows;mac,NAO
262060,Darkest Dungeon®,2016-01-19,Indie;RPG;Strategy,windows;mac;linux,NAO
262080,Iron Soul,2014-02-26,Action;Indie,windows,NAO
262100,Trench Run,2016-04-07,Action;Casual;Indie,windows;mac;linux,NAO
262120,Toy Soldiers: Complete,2016-02-17,Action;Casual;Indie;Simulation;Strategy,windows,NAO
262150,Vanguard Princess,2014-03-03,Sexual Content;Action;Casual;Indie,windows;mac;linux,NAO
262190,Zombeer,2015-01-30,Action;Indie,windows,NAO
262210,Last Knight: Rogue Rider Edition,2014-10-03,Action;Adventure;Casual;Indie,windows;mac,NAO
262240,SUGURI,2014-07-01,Action;Indie,windows,NAO
262260,Jets'n'Guns Gold,2014-02-05,Action;Indie,windows;mac;linux,NAO
262280,Dungeons 2,2015-04-24,RPG;Simulation;Strategy,windows;mac;linux,NAO
262300,Tsukumogami,2012-05-31,Adventure;Indie;RPG,windows,NAO
262390,Cloudbuilt,2014-03-20,Action;Indie,windows,NAO
262410,World of Guns: Gun Disassembly,2014-05-21,Free to Play;Indie;Simulation,windows;mac;linux,NAO
262450,Dead Man's Draw,2014-02-06,Casual;Indie;Strategy,windows,NAO
262470,Rollers of the Realm,2014-11-18,Action;Adventure;Casual;Indie;RPG,windows,NAO
262490,Manga Maker Comipo,2014-03-07,Animation & Modeling;Design & Illustration;Web Publishing,windows,NAO
262510,CRIMSON ROOM® DECADE,2016-06-09,Adventure;Indie,windows;mac,NAO
262550,Gunman Clive,2014-01-03,Action;Indie,windows,NAO
262590,Chuck's Challenge 3D,2014-02-28,Indie,windows;mac;linux,NAO
262610,Liquid Rhythm,2014-03-28,Audio Production,windows;mac,NAO
262630,Tom vs. The Armies of Hell,2016-07-27,Action;Adventure;Indie,windows;mac,NAO
262690,Little Racers STREET,2014-02-06,Casual;Indie;Racing,windows;mac;linux,NAO
262750,GoD Factory: Wingmen,2014-08-29,Action;Indie;Simulation;Strategy,windows;mac;linux,NAO
262770,Freedom Fall,2014-01-10,Action;Adventure;Indie,windows;mac,NAO
262790,Our Darker Purpose,2014-01-29,Action;Indie;RPG,windows,NAO
262810,Super Turbo Demon Busters!,2017-12-08,Adventure;Indie,windows,NAO
262830,Crimsonland,2014-06-11,Action;Indie;RPG,windows;mac;linux,NAO
262850,The Journey Down: Chapter Two,2014-08-25,Adventure;Indie,windows;mac;linux,NAO
262870,Recovery Search & Rescue Simulation,2014-01-09,Simulation,windows,NAO
262900,Smooth Operators,2014-06-10,Casual;Indie;Simulation;Strategy,windows,NAO
262920,Super Chain Crusher Horizon,2014-09-01,0,"Mindware Co.,NAO
262940,Broken Sword 5 - the Serpent's Curse,2013-12-04,Adventure,windows;mac;linux,NAO
262960,Castle In The Darkness,2015-02-05,0,"Nicalis,NAO
262980,C-RUSH,2014-02-17,Action;Indie,windows,NAO
263020,STARWHAL,2014-09-29,Action;Casual;Indie;Sports,windows;mac;linux,NAO
263040,Bot Colony,2014-06-16,Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access,windows,NAO
263060,Blockstorm,2015-05-21,Action;Indie,windows;mac;linux,NAO
263080,Pixel Boy and the Ever Expanding Dungeon,2014-05-30,Action;Indie;RPG,windows;mac;linux,NAO
263100,9.03m,2013-11-20,Indie,windows,NAO
263120,Ludwig,2014-06-06,Adventure;Indie;Simulation,windows,NAO
263140,Postmortem: One Must Die (Extended Cut),2013-12-03,Adventure;Indie;RPG,windows,NAO
263180,Squirt's Adventure,2014-03-05,Adventure;Casual;Indie,windows;mac,NAO
263200,Signs of Life,2014-01-27,Action;Adventure;Casual;Indie;RPG;Early Access,windows,NAO
263280,Spintires®: The Original Game,2014-06-12,Adventure;Casual;Indie;Racing;Simulation,windows,NAO
263300,BlazBlue: Calamity Trigger,2014-02-13,Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud,Ltd.",NAO
263320,Saturday Morning RPG,2014-01-29,Indie;RPG,windows;mac;linux,NAO
263340,Continue?9876543210,2014-01-03,Action;Adventure;Indie,windows;mac;linux,NAO
263360,3089 -- Futuristic Action RPG,2014-01-10,Action;Indie;RPG,windows;mac;linux,NAO
263380,Driftmoon,2014-01-03,Adventure;Indie;RPG,windows,NAO
263400,War of the Human Tanks,2014-01-10,Adventure;Indie;Strategy,windows,NAO
263420,Probably Archery,2014-02-06,Action;Casual;Indie;Sports,windows;mac;linux,NAO
263460,Girls Like Robots,2014-02-14,Adventure;Casual;Indie,windows;mac;linux,NAO
263480,Final Rush,2014-11-21,Action;Indie,windows,NAO
263500,Dragons and Titans,2014-03-12,Action;Adventure;Free to Play;Indie;RPG,windows;mac;linux,NAO
263520,Enola,2014-09-18,Adventure;Casual;Indie,windows;mac,NAO
263540,Villagers and Heroes,2014-04-17,Free to Play;Indie;Massively Multiplayer;RPG,windows,NAO
263560,Paper Sorcerer,2014-01-22,Adventure;Indie;RPG,windows,NAO
263600,EF-12: Fighting Game Maker,2016-07-29,Single-player;Multi-player;Partial Controller Support;Includes level editor,AGM PLAYISM,NAO
263620,Mitsurugi Kamui Hikae,2014-03-10,Action;Indie,windows,NAO
263640,CDF Ghostship,2015-06-26,Gore;Action;Adventure;Indie,windows,NAO
263680,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,2014-01-03,Action;Adventure;Indie,windows;mac,NAO
263700,Muffin Knight,2014-05-01,Action;Adventure;Casual;Indie,windows;mac,NAO
263720,Brawlout,2018-08-20,Action;Casual;Indie,windows,NAO
263740,FootLOL: Epic Fail League,2014-04-16,Action;Indie;RPG;Sports,windows;mac;linux,NAO
263760,Turbo Dismount™,2014-05-21,Action;Indie;Simulation,windows;mac,NAO
263800,Spaceforce Constellations,2013-12-12,Strategy,windows,NAO
263820,EvilQuest,2014-02-20,Action;Adventure;Indie;RPG,windows,NAO
263860,SPACECOM,2014-09-17,Indie;Strategy,windows;mac;linux,NAO
263880,Aqua Kitty - Milk Mine Defender,2014-02-03,Action;Indie,windows,NAO
263920,Zombie Grinder,2015-10-16,Action;Adventure;Indie;RPG;Early Access,windows;mac;linux,NAO
263940,Red Baron Pack,2016-01-07,Simulation,windows,NAO
263960,Wyv and Keep: The Temple of the Lost Idol,2014-08-08,Action;Adventure;Indie,windows;mac;linux,NAO
263980,Out There Somewhere,2016-03-14,Action;Adventure;Indie,windows;mac,NAO
264000,Son of Nor,2015-04-27,Action;Adventure;Indie,windows;mac;linux,NAO
264020,Geekbench 3,2014-03-12,Utilities,windows;mac;linux,NAO
264060,Full Bore,2014-05-06,Adventure;Casual;Indie,windows;linux,NAO
264080,Vangers,2014-04-24,Action;Adventure;Indie;Racing,windows;mac;linux,NAO
264120,Victory: The Age of Racing,2016-02-12,Free to Play;Indie;Racing;Simulation;Sports,windows,NAO
264160,WazHack,2014-02-17,Action;Indie;RPG;Strategy,windows;mac;linux,NAO
264200,One Finger Death Punch,2014-03-03,Action;Casual;Indie,windows,NAO
264220,Mr. Bree+,2014-05-01,Action;Adventure;Indie,windows,NAO
264240,CONSORTIUM,2014-01-08,Action;Adventure;Indie;RPG,windows,NAO
264260,Global Outbreak: Doomsday Edition,2014-08-11,Violent;Action;Indie;Strategy,windows,NAO
264280,99 Levels To Hell,2014-02-19,Action;Indie,windows;mac;linux,NAO
264300,Guns n Zombies,2014-10-30,Action;Adventure;Indie;RPG,windows;mac,NAO
264320,Captain Morgane and the Golden Turtle,2014-01-03,Adventure;Casual,windows,NAO
264340,Major Mayhem,2014-02-24,Action;Adventure;Casual;Indie,windows;mac;linux,NAO
264380,Narcissu 1st & 2nd,2015-04-24,Indie,windows;mac;linux,NAO
264400,Jacob Jones and the Bigfoot Mystery : Episode 1,2014-09-15,Adventure,windows,NAO
264440,Children of Liberty,2014-04-18,Action;Indie;Early Access,windows;mac;linux,NAO
264460,A-Men,2014-01-24,Action;Adventure;Indie,windows,NAO
264480,BlackSoul: Extended Edition,2014-02-26,Action;Adventure;Indie,windows,NAO
264520,Moebius: Empire Rising,2014-04-15,Adventure;Indie,windows;mac;linux,NAO
264540,Platformines,2014-03-28,Action;Indie,windows,NAO
264560,Quest for Infamy,2014-07-10,Adventure;Indie;RPG,windows;linux,NAO
264580,Lost Civilization,2014-04-15,Adventure;Casual,windows,NAO
264710,Subnautica,2018-01-23,Adventure;Indie,windows;mac,NAO
264730,Deadly 30,2014-01-08,Action;Indie,windows;mac,NAO
265000,FORCED SHOWDOWN,2016-03-29,Action;Indie;RPG;Strategy,windows;mac;linux,NAO
265120,Meridian: New World,2014-09-26,Indie;Strategy,windows,NAO
265170,Acceleration of SUGURI X-Edition HD,2014-07-01,Action;Indie,windows,NAO
265210,Viscera Cleanup Detail: Santa's Rampage,2013-12-13,Gore;Indie;Simulation,windows,NAO
265240,Crazy Machines: Golden Gears,2014-03-27,Casual;Strategy,windows;mac,NAO
265300,Lords Of The Fallen™,2014-10-28,Action;RPG,windows,NAO
265330,Gomo,2013-12-06,Adventure;Indie,windows;mac,NAO
265380,Grimind,2014-02-13,Action;Adventure;Indie,windows;mac;linux,NAO
265470,Even the Ocean,2016-11-16,Action;Adventure;Indie;RPG,windows;mac,NAO
265550,Dead Rising 3 Apocalypse Edition,2014-09-05,Action,windows,NAO
265590,The Red Solstice,2015-07-09,Action;Indie;RPG;Strategy,windows,NAO
265610,Epic Battle Fantasy 4,2014-02-25,Adventure;RPG,windows,NAO
265630,Fistful of Frags,2014-05-09,Action;Free to Play;Indie,windows;mac;linux,NAO
265670,Imagine Me,2014-12-09,Adventure;Indie,windows;mac;linux,NAO
265690,NaissanceE,2014-02-13,Adventure;Indie,windows,NAO
265730,Frane: Dragons' Odyssey,2019-04-04,Action;Adventure;RPG,windows,NAO
265750,Secret Ponchos,2015-10-13,Action;Indie,windows,NAO
265770,Cannons Lasers Rockets,2014-08-25,Action;Free to Play;Indie;Massively Multiplayer,windows;mac;linux,NAO
265790,Residue: Final Cut,2014-08-01,Adventure;Indie,windows,NAO
265810,The Sandbox,2015-06-29,Casual;Indie;Simulation;Strategy,windows,NAO
265830,Monochroma,2014-05-28,Action;Adventure;Indie,windows;mac;linux,NAO
265870,Alpha Kimori™ 1,2014-03-17,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
265890,Hexcells,2014-02-19,Casual;Indie;Strategy,windows;mac;linux,NAO
265930,Goat Simulator,2014-04-01,Casual;Indie;Simulation,windows;mac;linux,NAO
265950,Ether One,2014-03-25,Adventure;Indie,windows,NAO
265970,Worlds of Magic,2015-03-19,RPG;Strategy,windows;mac;linux,NAO
265990,Rogue's Tale,2014-03-28,Indie;RPG,windows;linux,NAO
266010,LYNE,2014-03-17,Casual;Indie,windows;mac;linux,NAO
266030,DRAKERZ-Confrontation,2014-05-19,Free to Play;Indie;Strategy,windows,NAO
266050,Into the Dark: Ultimate Trash Edition,2014-05-01,Action;Adventure;Indie,windows,NAO
266090,Starlite: Astronaut Rescue - Developed in Collaboration with NASA,2014-01-27,Adventure;RPG;Simulation,windows;mac,NAO
266110,Tower of Guns,2014-03-04,Action;Indie,windows;mac;linux,NAO
266130,Breach & Clear,2014-03-21,Action;RPG;Simulation;Strategy,windows;mac;linux,NAO
266150,Lost Saga NA,2014-11-25,Action;Casual;Free to Play,windows,NAO
266170,Windforge,2014-03-11,Action;Indie;RPG,windows,NAO
266190,Astral Terra,2015-11-10,Action;Adventure;Indie;RPG;Early Access,windows,NAO
266210,One Way Heroics,2014-02-28,Indie;RPG,windows,NAO
266230,Last Dream,2014-03-13,Indie;RPG,windows;mac;linux,NAO
266250,Procyon,2014-02-26,Action;Indie,windows,NAO
266270,Gridiron Solitaire,2014-01-21,Casual;Sports,windows,NAO
266290,Helicopter Simulator 2014: Search and Rescue,2014-02-28,Simulation,windows,NAO
266310,GameGuru,2015-05-19,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development,windows,NAO
266330,Ethan: Meteor Hunter,2014-02-07,Action;Indie,windows,NAO
266370,Calibre 10 Racing,2014-03-26,Action;Racing;Early Access,windows,NAO
266390,Farm for your Life,2014-06-16,Casual;Indie;Simulation;Strategy,windows;mac;linux,NAO
266410,iRacing,2015-01-12,Massively Multiplayer;Racing;Simulation;Sports,windows,NAO
266430,Anarchy Arcade,2014-09-03,Casual;Free to Play;Indie;Early Access,windows,NAO
266490,Lili: Child of Geos - Complete Edition,2014-05-09,0,"BitMonster,NAO
266510,Hand of Fate,2015-02-17,Action;Indie;RPG,windows;mac;linux,NAO
266840,Age of Mythology: Extended Edition,2014-05-08,Simulation;Strategy,windows,NAO
266980,The Labyrinth of Time,2014-11-26,Adventure,windows;mac;linux,NAO
267060,Gravity Badgers,2013-11-28,Casual;Indie,windows;mac;linux,NAO
267130,Star Swarm Stress Test,2014-01-30,Utilities,windows,NAO
267220,Line Of Defense Tactics - Tactical Advantage,2014-03-17,Action;Indie;RPG;Strategy,windows,NAO
267340,Beware Planet Earth,2014-04-11,Casual;Indie;Strategy,windows,NAO
267360,MURI,2013-12-06,Action,windows,NAO
267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,2014-04-01,Action;Adventure,windows,NAO
267530,The LEGO® Movie - Videogame,2014-02-27,Action;Adventure,windows,NAO
267600,Airport Simulator 2014,2013-12-19,Simulation,windows,NAO
267610,Woodcutter Simulator 2013,2013-12-19,Simulation,windows,NAO
267670,Realms of Arkania 1 - Blade of Destiny Classic,2014-01-10,RPG,windows;mac;linux,NAO
267730,Ground Pounders,2014-07-15,Indie;Strategy,windows;mac;linux,NAO
267900,Guilty Gear Isuka,2014-01-16,Action,windows,NAO
267920,Gun Metal,2014-01-16,Action,windows,NAO
267940,Glacier 3: The Meltdown,2014-01-23,Action;Racing,windows,NAO
267960,Hyper Fighters,2014-01-23,Action,windows,NAO
267980,Hostile Waters: Antaeus Rising,2014-01-30,Strategy,windows,NAO
268050,The Evil Within,2014-10-13,Action,windows,NAO
268130,Heat Signature,2017-09-21,Action;Adventure;Indie;Strategy,windows,NAO
268200,Antisquad,2014-05-22,Action;Adventure;Strategy,windows;mac;linux,NAO
268220,Meltdown,2014-06-05,Action;Indie,windows;mac;linux,NAO
268240,Mechanic Escape,2014-04-15,Action;Adventure;Indie,windows;mac,NAO
268260,Let's Sing,2014-02-13,Casual;Indie,windows,NAO
268320,Grapple,2015-03-09,Indie,windows,NAO
268340,High Strangeness,2015-05-06,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
268360,Krautscape,2016-02-24,Indie;Racing,windows;mac;linux,NAO
268400,Panzer Corps,2014-03-12,Strategy,windows;mac,NAO
268420,Aura Kingdom,2014-07-01,Adventure;Casual;Free to Play;Massively Multiplayer;RPG,windows,NAO
268500,XCOM® 2,2016-02-04,Strategy,windows;mac;linux,NAO
268520,Orc Attack: Flatulent Rebellion,2014-05-15,Action;Adventure;Indie,windows,NAO
268540,The Whispered World Special Edition,2014-05-06,Adventure;Indie,windows;mac;linux,NAO
268650,From the Depths,2014-08-07,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,windows;mac;linux,NAO
268670,The Memory of Eldurim,2014-02-07,Action;Adventure;Indie;RPG;Early Access,windows,NAO
268750,Magicite,2014-06-09,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
268770,Treasure Adventure World,2018-02-07,Adventure;Indie,windows,NAO
268810,Paranormal State: Poison Spring,2014-04-09,Adventure;Casual;Indie,windows;mac;linux,NAO
268850,EVGA Precision XOC,2014-07-16,Utilities,windows,NAO
268870,Satellite Reign,2015-08-27,Action;Indie;Strategy,windows;mac;linux,NAO
268890,Masters of the World - Geopolitical Simulator 3,2014-02-05,Simulation,windows;mac,NAO
268910,Cuphead,2017-09-29,Action;Indie,windows;mac,NAO
268930,Malevolence: The Sword of Ahkranox,2019-04-08,Adventure;Indie;RPG,windows,NAO
268970,You Are Not The Hero,2015-06-02,Adventure;Indie;RPG;Early Access,windows,NAO
268990,The Dishwasher: Vampire Smile,2017-05-12,Action;Indie,windows;mac;linux,NAO
269010,Science Girls,2014-03-20,Indie;RPG,windows;mac;linux,NAO
269030,The Yawhg,2014-02-27,Indie;RPG,windows,NAO
269050,Year Walk,2014-03-06,Adventure;Indie,windows;mac,NAO
269110,Super Motherload,2014-04-04,Adventure;Casual;Indie;RPG,windows,NAO
269150,Luxuria Superbia,2014-01-28,Action;Casual;Indie;Simulation,windows;mac;linux,NAO
269170,Sports Bar VR,2016-06-01,Casual;Indie;Simulation;Sports;Strategy,windows,NAO
269190,Edge Of Eternity,2018-12-05,RPG;Early Access,windows,NAO
269210,Hero Siege,2014-01-29,Action;Adventure;Indie;Massively Multiplayer;RPG,windows;mac;linux,NAO
269230,Aces Wild: Manic Brawling Action!,2014-01-31,Action;Indie,windows,NAO
269250,WORLD END ECONOMiCA episode.01,2014-06-17,Indie,windows;mac;linux,NAO
269270,LOVE,2014-02-07,Action;Indie,windows,NAO
269290,liteCam Game: 100 FPS Game Capture,2014-02-24,Utilities;Video Production,windows,NAO
269310,Infectonator: Survivors,2016-08-08,Action;Adventure;Indie;RPG;Simulation;Strategy,windows;mac,NAO
269330,Chronology,2014-05-12,Adventure;Indie,windows,NAO
269350,Montas,2014-03-24,Adventure;Indie;Early Access,windows,NAO
269370,Reaper - Tale of a Pale Swordsman,2014-02-07,Action;Indie;RPG,windows;mac;linux,NAO
269430,Burning Cars,2014-01-31,Racing,windows,NAO
269470,MorphVOX Pro - Voice Changer,2014-02-13,Audio Production;Utilities,windows,NAO
269490,Bardbarian,2014-04-01,Action;Adventure;Casual;Indie;RPG;Strategy,windows;mac,NAO
269530,Voice of Pripyat,2014-11-19,Action;Indie;Massively Multiplayer;Early Access,windows;mac;linux,NAO
269570,GTGD S1: More Than a Gamer,2014-02-13,Education;Software Training,windows,NAO
269590,Claustrophobia: The Downward Struggle,2014-09-09,Indie;RPG;Strategy;Early Access,windows,NAO
269610,Arcane Worlds,2014-01-28,Action;Adventure;Early Access;Indie;Strategy,windows,NAO
269630,A Mass of Dead,2015-07-15,Action;Indie,windows;mac;linux,NAO
269650,Dex,2015-05-07,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
269670,BADLAND: Game of the Year Edition,2015-05-26,Action;Adventure;Indie,windows;mac;linux,NAO
269690,RymdResa,2015-08-20,Adventure;Indie;RPG,windows;mac;linux,NAO
269710,Tumblestone,2016-07-12,Action;Casual;Indie;Strategy,windows;mac;linux,NAO
269730,The Golf Club,2014-08-19,Simulation;Sports,windows,NAO
269770,Secrets of Grindea,2015-07-13,Action;Adventure;Indie;RPG;Early Access,windows,NAO
269790,DreadOut,2014-05-15,Adventure;Indie,windows;linux,NAO
269810,Spate,2014-03-27,Action;Adventure;Indie,windows;mac;linux,NAO
269890,AR-K,2014-07-21,Adventure;Indie,windows;mac;linux,NAO
269950,X-Plane 11,2017-03-30,Simulation,windows;mac;linux,NAO
269990,Infinite Space III: Sea of Stars,2015-10-29,Adventure;Indie,windows;mac,NAO
270010,Time Rifters,2014-10-21,Action;Casual;Indie,windows;mac,NAO
270030,Snow Horse,2016-08-03,Action;Casual;Indie;Simulation;Sports,windows;mac;linux,NAO
270050,Quest of Dungeons,2014-03-25,Adventure;Indie;RPG,windows;mac;linux,NAO
270070,The Girl and the Robot,2016-08-17,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,2014-02-13,Action;Indie,windows,NAO
270110,Block Story™,2015-12-10,0,"MindBlocks Studio,NAO
270130,The Gallery - Episode 1: Call of the Starseed,2016-04-05,Adventure;Casual;Indie,windows,NAO
270150,RUNNING WITH RIFLES,2015-04-02,Action;Indie,windows;mac;linux,NAO
270170,Depression Quest,2014-08-11,Free to Play;Indie;RPG;Simulation,windows;mac;linux,NAO
270190,1HEART,2014-10-13,Adventure;Casual;Indie,windows,NAO
270210,Melody's Escape,2016-05-20,Indie,windows;mac;linux,NAO
270230,Prominence,2015-11-06,Adventure;Casual;Indie,windows,NAO
270270,Frozen State,2016-08-05,Action;Indie;RPG,windows;mac;linux,NAO
270310,Dominique Pamplemousse,2014-03-11,Adventure;Indie,windows;mac,NAO
270330,Ku: Shroud of the Morrigan,2014-03-17,Action;Adventure;Indie,windows;mac;linux,NAO
270410,I Want To Be Human,2016-04-15,Violent;Gore;Action;Indie,windows,NAO
270430,Cypress Inheritance: The Beginning,2014-03-10,0,"Cypress Inheritance,NAO
270450,Robot Roller-Derby Disco Dodgeball,2015-02-19,Action;Indie;Sports,windows;mac;linux,NAO
270490,The Forest of Doom (Standalone),2014-10-30,Adventure;Indie;RPG,windows;mac;linux,NAO
270510,EPOCH,2014-06-05,Action;Indie,windows,NAO
270550,Yet Another Zombie Defense,2014-03-28,Action;Casual;Indie;Strategy,windows,NAO
270570,Reversion - The Escape (1st Chapter),2014-06-10,Adventure;Indie,windows;mac;linux,NAO
270590,Long Night,2014-07-07,Action;Adventure;Indie,windows,NAO
270610,Mage's Initiation: Reign of the Elements,2019-01-30,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
270630,Haunt the House: Terrortown,2014-06-06,Action;Casual;Indie,windows;mac,NAO
270750,Realms of Arkania 2 - Star Trail Classic,2014-01-10,RPG,windows;mac;linux,NAO
270760,Realms of Arkania 3 - Shadows over Riva Classic,2014-01-10,RPG,windows;mac;linux,NAO
270770,Etherlords,2014-02-13,Strategy,windows,NAO
270790,Etherlords II,2014-02-13,Adventure;Indie;RPG;Strategy,windows,NAO
270810,Jones On Fire,2015-03-27,Action;Casual;Indie;Racing,windows;mac,NAO
270830,Global ATC Simulator,2014-11-10,Simulation,windows,NAO
270850,Car Mechanic Simulator 2014,2014-01-24,Simulation,windows;mac,NAO
270880,American Truck Simulator,2016-02-02,Indie;Simulation,windows;mac;linux,NAO
270910,Worms World Party Remastered,2015-07-16,Action;Indie;Strategy,windows,NAO
270950,Ski Region Simulator - Gold Edition,2014-01-31,Casual;Simulation,windows,NAO
271240,Offworld Trading Company - Free Multiplayer,2016-04-28,Indie;Simulation;Strategy,windows;mac,NAO
271360,Industry Giant 2,2015-08-14,Single-player;Steam Achievements;Steam Cloud,Toplitz Productions,NAO
271370,Transport Giant,2014-09-05,Single-player,Toplitz Productions,NAO
271500,Sniper Art of Victory,2014-01-31,Action,windows,NAO
271550,Tribloos 2,2014-01-30,Casual;Indie;Strategy,windows,NAO
271570,Space Farmers,2014-04-17,Action;Indie,windows;mac;linux,NAO
271590,Grand Theft Auto V,2015-04-13,Action;Adventure,windows,NAO
271640,Humanity Asset,2014-02-20,Action;Indie,windows,NAO
271670,10 Second Ninja,2014-03-05,Action;Indie,windows;mac,NAO
271730,Light,2014-07-14,Action;Adventure;Indie;Strategy,windows;mac;linux,NAO
271760,Dungeon Lords Steam Edition,2015-12-21,RPG,windows,NAO
271820,Card City Nights,2014-02-14,Adventure;Casual;Indie,windows;mac;linux,NAO
271860,Super Killer Hornet: Resurrection,2014-02-05,Indie,windows,NAO
271900,Hexcells Plus,2014-02-19,Casual;Indie;Strategy,windows;mac;linux,NAO
271920,Worlds Adrift Island Creator,2016-04-28,Simulation,windows,NAO
271970,Hero and Daughter+,2016-02-18,Nudity;Indie;RPG,windows,NAO
271990,Dreamscape,2015-02-02,Adventure;Casual;Indie;RPG;Strategy,windows,NAO
272010,Aveyond 3-1: Lord of Twilight,2014-02-07,Single-player;Steam Achievements,Degica,NAO
272040,KAMI,2014-01-23,Casual;Indie,windows;mac,NAO
272060,Serena,2014-01-30,Adventure;Indie,windows;mac;linux,NAO
272270,Torment: Tides of Numenera,2017-02-27,Adventure;Indie;RPG;Strategy,windows;mac;linux,NAO
272330,Shadow Blade: Reload,2015-08-10,Action;Indie,windows;mac;linux,NAO
272470,The Incredible Adventures of Van Helsing II,2014-06-13,Action;Adventure;Indie;RPG,windows,NAO
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014-09-15,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,BANDAI NAMCO Entertainment,NAO
272600,Detective Grimoire,2014-08-18,Adventure;Indie,windows;mac;linux,NAO
272620,Serious Sam's Bogus Detour,2017-06-20,Violent;Gore;Action;Indie,windows;linux,NAO
272890,Vertiginous Golf,2015-05-06,Indie;Sports,windows;mac;linux,NAO
272990,GAUGE,2014-05-23,Casual;Indie,windows,NAO
273030,Pro Rugby Manager 2015,2014-09-18,Simulation;Sports;Strategy,windows,NAO
273070,The Last Federation,2014-04-18,0,"Arcen Games,NAO
273110,Counter-Strike Nexon: Zombies,2014-10-07,Single-player;Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;Captions available;In-App Purchases,Nexon Korea Corporation,NAO
273500,Over 9000 Zombies!,2015-02-25,Action;Indie,windows,NAO
273570,Descent,2014-02-11,Action,windows,NAO
273580,Descent 2,2014-02-19,Action,windows,NAO
273590,Descent 3,2014-04-15,Action,windows,NAO
