ID,Name,Release Date,Genres,Platforms
97000,Solar 2,2011-06-17,Indie;Casual,windows;mac;linux
97100,Section 8®: Prejudice™,2011-05-04,Action,windows
97110,Kohan: Immortal Sovereigns,2011-08-24,Strategy,windows
97120,Kohan: Ahriman's Gift,2011-08-24,Strategy,windows
97130,Kohan II: Kings of War,2011-08-24,Strategy,windows
97330,Magic: The Gathering - Duels of the Planeswalkers 2013,2012-06-20,Strategy,windows
98100,Trauma,2011-08-08,Adventure;Indie;Casual,windows;mac
98200,Frozen Synapse,2011-05-26,Indie;Strategy,windows;mac;linux
98300,Toy Soldiers,2012-04-27,Action;Casual;Simulation;Strategy,windows
98400,Hard Reset Extended Edition,2012-07-12,Action;Indie,windows
98500,Naval Warfare,2011-05-25,Action;Indie,windows
98600,Demolition Inc.,2011-09-19,Action;Casual;Indie;Simulation;Strategy,windows;mac
98800,Dungeons of Dredmor,2011-07-13,0,"Gaslamp Games
98900,Alien Hallway,2011-08-19,Action;Casual;Indie;Strategy,windows
99100,Dungeons and Dragons: Daggerdale,2011-06-24,Action;RPG,windows
99120,Yar's Revenge,2011-04-28,Action,windows
99300,Renegade Ops,2011-10-26,Action,windows
99400,Garshasp: The Monster Slayer,2011-05-09,Action;Indie,windows
99410,Garshasp: Temple of the Dragon,2012-09-24,Action;Indie,windows
99700,NightSky,2011-03-01,0,"Nicalis
99900,Spiral Knights,2011-06-14,0,"Grey Havens
99910,Puzzle Pirates,2011-08-31,0,"Grey Havens
100980,3DCoat 4.8,2012-10-02,Animation & Modeling,windows
102200,Runespell: Overture,2011-07-20,Adventure;Indie;RPG,windows
102400,Vertex Dispenser,2011-06-10,Action;Indie;Strategy,windows;mac
102500,Kingdoms of Amalur: Reckoning™,2012-02-09,Action;RPG,windows
102600,Orcs Must Die!,2011-10-11,Action;Indie;Strategy,windows
102810,Gatling Gears,2011-08-30,Action;Adventure;Indie,windows
102840,Shank 2,2012-02-07,Action;Adventure;Indie,windows;mac;linux
102850,Warp,2012-03-21,Action;Adventure;Indie,windows
104000,iBomber Defense,2011-05-26,Indie;Strategy,windows;mac
104020,Storm in a Teacup,2012-01-19,Casual;Indie,windows;mac
104100,Inside a Star-filled Sky,2011-05-14,Action;Strategy;Indie,windows;mac
104200,BEEP,2011-05-06,Adventure;Indie,windows
104900,ORION: Prelude,2013-04-16,Action;Adventure;Indie;RPG,windows
105000,A New Beginning - Final Cut,2012-12-11,Adventure;Indie,windows;mac
105100,Lume,2011-05-09,Adventure;Casual;Indie,windows;mac
105300,Critical Mass,2011-06-20,Casual;Indie,windows;mac
105420,Ms. Splosion Man,2013-04-03,Action;Indie,windows
105450,Age of Empires® III: Complete Collection,2012-01-05,Simulation;Strategy,windows
105600,Terraria,2011-05-16,Action;Adventure;Indie;RPG,windows;mac;linux
105700,Tobe's Vertical Adventure,2011-07-18,Action;Adventure;Indie,windows
105800,PixelJunk™ Eden,2012-02-02,Action;Casual;Indie,windows
107100,Bastion,2011-08-16,Action;Indie;RPG,windows;mac;linux
107200,Space Pirates and Zombies,2011-08-15,Action;Indie;RPG;Strategy,windows;mac;linux
107300,Breath of Death VII,2011-07-13,RPG;Indie,windows
107310,Cthulhu Saves the World,2011-07-13,Indie;RPG,windows
107410,Arma 3,2013-09-12,Action;Simulation;Strategy,windows
107600,Waves,2011-11-16,Action;Casual;Indie,windows
108110,Starpoint Gemini,2012-02-16,RPG;Simulation,windows
108200,Ticket to Ride,2012-05-24,Casual;Indie;Strategy,windows;mac;linux
108210,Memoir '44 Online,2011-10-12,Casual;Simulation;Strategy,windows
108500,Vessel,2012-03-01,Action;Indie;Strategy,windows
108600,Project Zomboid,2013-11-08,Indie;RPG;Simulation;Early Access,windows;mac;linux
108700,Death Rally,2012-08-03,Action;Racing,windows
108710,Alan Wake,2012-02-16,Action;Adventure,windows
108800,Crysis 2 - Maximum Edition,2011-03-22,Action,windows
109200,Legend of Fae,2011-07-26,Casual;Indie,windows
109500,Fowl Space,2012-03-21,Action;Indie,windows
109600,Neverwinter,2013-12-05,Adventure;Free to Play;Massively Multiplayer;RPG,windows
109700,Achron,2011-08-29,Indie;Strategy,windows
110400,inMomentum,2011-10-31,Indie;Racing,windows
110500,Data Jammers: FastForward,2011-10-24,Action;Indie,windows;mac
110600,Astro Tripper,2011-09-15,Action;Indie,windows
110610,Alien Zombie Megadeath,2011-10-18,Action;Indie,windows
110630,Mutant Storm: Reloaded,2012-03-21,Action;Indie,windows
110800,L.A. Noire,2011-11-08,Adventure;Strategy,windows
111000,The Clockwork Man,2011-08-10,Indie;Casual,windows;mac;linux
111010,The Clockwork Man: The Hidden World,2011-09-23,Adventure;Casual;Indie,windows;mac;linux
111100,Snuggle Truck,2012-02-03,Casual;Indie;Racing,windows;mac;linux
111400,Bunch of Heroes,2011-09-21,Action;Indie,windows
111600,Serious Sam Double D XXL,2011-08-30,Action;Indie,windows
112100,Avadon: The Black Fortress,2011-08-17,RPG;Indie,windows;mac;linux
113020,Monaco: What's Yours Is Mine,2013-04-24,Action;Adventure;Casual;Indie;Strategy,windows;mac;linux
113200,The Binding of Isaac,2011-09-28,Action;Adventure;Indie;RPG,windows;mac
113400,APB Reloaded,2011-12-06,Action;Free to Play;Massively Multiplayer,windows
113420,Fallen Earth Free2Play,2012-02-22,Free to Play;Massively Multiplayer;RPG,windows
115100,Costume Quest,2011-10-14,Adventure;Casual;RPG,windows;mac;linux
115110,Stacking,2012-03-06,Adventure;Indie,windows;mac;linux
115120,Iron Brigade,2012-08-13,Action;Strategy,windows
115200,Cossacks II: Napoleonic Wars,2011-08-26,Strategy,windows
115210,American Conquest,2011-08-26,Strategy,windows
115220,American Conquest: Fight Back,2011-08-26,Strategy,windows
115320,Prototype 2,2012-07-26,Action;Adventure,windows
115800,Owlboy,2016-11-01,Action;Adventure;Indie,windows;mac;linux
116100,Super Toy Cars,2014-06-06,Indie;Racing,windows;mac
200010,Quantum Conundrum,2012-06-21,Casual;Strategy,windows
200020,Global Ops: Commando Libya,2011-10-26,Action,windows
200080,Nancy Drew®: Shadow at the Water's Edge,2011-09-15,Adventure,windows;mac
200130,Puzzler World 2,2011-10-24,Casual;Indie;Strategy,windows
200150,Battle Chess: Game of Kings™,2015-12-11,Casual;Strategy,windows
200170,Worms Revolution,2012-10-10,Strategy,windows
200190,Sideway™ New York,2011-11-15,Adventure;Indie,windows
200210,Realm of the Mad God,2012-02-20,Action;Free to Play;Indie;Massively Multiplayer;RPG,windows;mac
200230,Off-Road Drive,2011-09-29,Racing;Simulation,windows
200260,Batman: Arkham City - Game of the Year Edition,2012-09-07,Action;Adventure,windows;mac
200370,A Game of Dwarves,2012-10-23,Strategy;Casual,windows
200390,Oil Rush,2012-01-25,Indie;Strategy,windows;mac;linux
200410,SOL: Exodus,2012-01-25,0,"Bit Planet Games
200490,Memento Mori,2012-11-09,Adventure,windows
200510,XCOM: Enemy Unknown,2012-10-11,Strategy,windows;mac;linux
200550,Dungeons - The Dark Lord,2011-09-27,RPG;Simulation;Strategy,windows
200670,Disciples III - Resurrection,2011-10-11,Strategy,windows
200710,Torchlight II,2012-09-20,Action;Adventure;Indie;RPG,windows;mac;linux
200900,Cave Story+,2011-11-22,0,"Nicalis
200960,Geneforge 1,2001-12-01,Strategy;RPG;Indie,windows
200980,Geneforge 2,2003-07-01,Strategy;RPG;Indie,windows
200990,Geneforge 3,2005-04-01,Strategy;RPG;Indie,windows
201000,Geneforge 4: Rebellion,2006-11-01,Strategy;RPG;Indie,windows
201010,Geneforge 5: Overthrow,2008-11-01,Strategy;RPG;Indie,windows
201070,Revelations 2012,2012-04-23,Action;Indie;Strategy,windows
201210,Pox Nora,2014-10-15,Free to Play;RPG;Strategy,windows;mac
201230,EverQuest II,2011-12-07,Free to Play;Massively Multiplayer;RPG,windows
201290,Sins of a Solar Empire: Trinity®,2011-11-16,Strategy,windows
201420,Toki Tori 2+,2013-07-11,Adventure;Casual;Indie,windows;mac;linux
201480,Serious Sam: The Random Encounter,2011-10-24,Action;Indie;RPG,windows
201490,Airline Tycoon 2,2011-10-24,Simulation;Strategy,windows
201510,Flatout 3: Chaos & Destruction,2011-12-13,Racing,windows
201570,Really Big Sky,2012-02-24,Action;Indie,windows
201790,Orcs Must Die! 2,2012-07-30,Action;Indie;Strategy,windows
201810,Wolfenstein: The New Order,2014-05-19,Action,windows
201870,Assassin's Creed® Revelations,2011-11-30,Action;Adventure,windows
202130,Impire,2013-02-14,Strategy,windows
202200,Galactic Civilizations® II: Ultimate Edition,2011-12-02,Indie;Strategy,windows
202310,Ridge Racer™ Unbounded,2012-03-29,Racing,windows
202370,Scary Girl,2012-04-09,Action,windows
202410,Scoregasm,2012-02-08,Action;Indie,windows;mac
202670,Nancy Drew®: Alibi in Ashes,2011-11-02,Adventure,windows;mac
202690,Hegemony Gold: Wars of Ancient Greece,2012-03-30,Indie;Strategy,windows
202710,Demigod,2011-12-14,Nudity;Violent;Action;RPG;Strategy,windows
202730,Dynamite Jack,2012-05-10,0,"Hassey Enterprises
202750,Alan Wake's American Nightmare,2012-05-22,Action;Adventure,windows
202860,Real Warfare 2: Northern Crusades,2011-11-18,Strategy,windows
202970,Call of Duty®: Black Ops II,2012-11-12,Action,windows
203140,Hitman: Absolution™,2012-11-19,Action,windows;mac
203160,Tomb Raider,2013-03-04,Action;Adventure,windows;mac;linux
203210,Titan Attacks!,2012-02-03,Action;Casual;Indie,windows;mac;linux
203290,America's Army: Proving Grounds,2013-08-01,Action;Free to Play,windows
203350,King's Bounty: Warriors of the North,2012-10-25,RPG;Strategy,windows;mac
203510,Fortune Summoners,2012-01-30,Action;Indie;RPG,windows
203560,Containment: The Zombie Puzzler,2012-03-02,Casual;Indie,windows;mac;linux
203630,Warlock - Master of the Arcane,2012-05-08,Strategy,windows
203650,Sonic the Hedgehog 4 - Episode II,2012-05-14,Adventure,windows
203680,F1 RACE STARS™,2012-11-15,Racing,windows
203750,Binary Domain,2012-04-26,Action,windows
203770,Crusader Kings II,2012-02-14,RPG;Simulation;Strategy,windows;mac;linux
203830,The Dark Eye: Chains of Satinav,2012-06-22,Adventure;Indie,windows;mac
203990,SATAZIUS,2011-12-16,Action;Indie,windows;linux
204030,Fable - The Lost Chapters,2011-12-19,Action;Adventure;RPG,windows
204060,Superbrothers: Sword & Sworcery EP,2012-04-16,Adventure;Indie,windows;mac;linux
204100,Max Payne 3,2012-05-31,Action,windows
204120,LEGO® Harry Potter: Years 5-7,2012-01-05,Adventure,windows
204180,Waveform,2012-03-20,Adventure;Indie;Strategy,windows;mac;linux
204220,Snapshot,2012-08-30,Adventure;Casual;Indie,windows;mac;linux
204240,The Bridge,2013-02-22,Casual;Indie;Strategy,windows;mac;linux
204300,Awesomenauts - the 2D moba,2012-08-01,Action;Free to Play;Indie;Strategy,windows;mac;linux
204340,Serious Sam 2,2012-01-31,Action;Indie,windows
204360,Castle Crashers®,2012-09-26,Action;Adventure;Casual;Indie;RPG,windows;mac
204390,Pineapple Smash Crew,2012-02-02,Action;Indie,windows
204440,Pickers,2012-02-22,Adventure;Casual,windows;mac
204530,Infested Planet,2014-03-06,Action;Indie;Strategy,windows;mac
204560,Confrontation,2012-04-04,Action;RPG;Strategy,windows
204580,Rotastic,2012-10-11,Action;Casual,windows
204630,Retro City Rampage™ DX,2014-11-11,0,"Vblank Entertainment
204760,Deep Black: Reloaded,2012-04-18,Action,windows
204860,Men of War: Condemned Heroes,2012-04-12,Action;Strategy,windows
204880,Sins of a Solar Empire: Rebellion®,2012-06-12,Indie;Strategy,windows
204940,Crusader Kings Complete,2012-02-14,Strategy,windows
204960,Magical Drop V,2012-11-15,Casual;Indie,windows
205020,Lumino City,2014-12-02,Adventure;Casual;Indie,windows;mac
205060,BIT.TRIP CORE,2012-10-02,Action;Indie,windows;mac
205070,BIT.TRIP VOID,2012-12-19,Action;Indie,windows;mac
205080,BIT.TRIP FATE,2013-07-11,Action;Indie,windows;mac
205090,BIT.TRIP FLUX,2014-06-05,Action;Casual;Indie,windows;mac
205100,Dishonored,2012-10-11,Action;Adventure,windows
205190,Rocksmith™,2012-10-18,Casual;Simulation,windows
205230,Hell Yeah! Wrath of the Dead Rabbit,2012-10-03,Action,windows
205270,3DMark 11,2012-10-02,Utilities,windows
205530,Gratuitous Tank Battles,2012-05-17,Indie;Simulation;Strategy,windows;mac
205550,Foreign Legion: Multi Massacre,2012-07-09,Action;Indie;Casual,windows;mac
205610,Port Royale 3,2012-05-04,Action;Simulation;Strategy,windows
205650,The Testament of Sherlock Holmes,2012-09-20,Adventure,windows
205690,1000 Amps,2012-02-22,Adventure;Indie,windows;mac
205710,EverQuest,2012-12-13,Free to Play;Massively Multiplayer;RPG,windows
205730,Insanely Twisted Shadow Planet,2012-04-17,Action;Adventure;Indie,windows;mac;linux
205810,Jagged Alliance: Crossfire,2012-08-24,RPG;Simulation;Strategy,windows
205830,Luxor Evolved,2012-03-01,Action;Indie;Casual,windows
205840,Yesterday,2012-03-22,Adventure,windows
205870,Auditorium,2012-02-28,Indie;Casual,windows;mac
205910,Tiny and Big: Grandpa's Leftovers,2012-06-19,Indie,windows;mac;linux
205950,Jet Set Radio,2012-09-19,Action,windows
205990,Warlock 2: The Exiled,2014-04-10,Strategy,windows;mac;linux
206020,Avernum 4,2012-05-11,RPG;Indie,windows
206040,Avernum 5,2012-05-11,RPG;Indie,windows
206060,Avernum 6,2012-05-11,RPG;Indie,windows
206190,Gunpoint,2013-06-03,Action;Indie;Strategy,windows;mac;linux
206210,Gotham City Impostors Free to Play,2012-08-30,Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Warner Bros. Interactive Entertainment
206230,Clan of Champions,2012-10-30,Single-player;Multi-player;Co-op,Inc."
206250,Cladun X2 / クラシックダンジョンX2,2012-08-14,Single-player,Inc."
206370,Tales From Space: Mutant Blobs Attack,2012-08-15,Action;Indie,windows;mac;linux
206410,Crazy Machines Elements,2012-02-10,Casual;Strategy,windows
206420,Saints Row IV,2013-08-22,Action;Adventure,windows;linux
206440,To the Moon,2012-09-07,Adventure;Indie;RPG,windows;mac;linux
206480,Dungeons & Dragons Online®,2012-06-25,0,"Standing Stone Games
206500,AirMech Strike,2018-03-30,Action;Free to Play;Indie;Strategy,windows
206610,3SwitcheD,2012-03-29,Casual;Indie,windows;mac
206690,iBomber Defense Pacific,2012-03-01,Casual;Indie;Strategy,windows;mac;linux
207000,Alien Spidy,2013-03-20,Action;Adventure;Indie,windows;mac
207020,Bang Bang Racing,2012-06-08,Racing,windows
207080,Indie Game: The Movie,2012-06-12,Indie,windows;mac
207140,SpeedRunners,2016-04-19,Action;Casual;Indie;Racing;Sports,windows;mac;linux
207170,Legend of Grimrock,2012-04-11,Adventure;Indie;RPG,windows;mac;linux
207190,Fireburst,2012-04-25,Action;Adventure;Racing,windows
207230,ArcheBlade™,2014-04-25,Action;Free to Play;Indie,windows
207250,Cubemen,2012-03-16,Indie;Strategy,windows;mac;linux
207320,Ys: The Oath in Felghana,2012-03-19,Action;Adventure;RPG,windows
207350,Ys Origin,2012-05-31,Action;Adventure;RPG,windows
207370,eXceed - Gun Bullet Children,2012-08-02,Action;Indie,windows
207380,eXceed 2nd - Vampire REX,2012-08-02,Action,windows
207400,eXceed 3rd - Jade Penetrate Black Package,2012-08-02,Action,windows
207420,Wizorb,2012-03-14,Action;Adventure;Indie,windows;mac;linux
207430,"Hack,Slash,0,David Williamson
207490,Rayman® Origins,2012-03-29,Action;Adventure,windows
207530,Noitu Love 2: Devolution,2012-04-23,Action;Indie,windows
207570,English Country Tune,2012-08-09,Indie;Casual,windows;mac;linux
207650,A Virus Named TOM,2012-08-01,Action;Indie;Strategy,windows;mac;linux
207670,AVSEQ,2012-08-23,Indie;Casual,windows;mac
207690,Botanicula,2012-05-07,Adventure;Casual;Indie,windows;mac
207710,Bumbledore,2012-03-15,Casual;Indie;Strategy,windows;mac
207730,Arena Wars 2,2012-10-12,Action;Strategy,windows
207750,Symphony,2012-08-06,Action;Casual;Indie,windows;mac;linux
207790,Jane's Advanced Strike Fighters,2012-03-08,Simulation,windows
207930,Sacred Citadel,2013-04-16,Action,windows
208110,Myst V: End of Ages,2012-03-16,Adventure;Casual,windows;mac
208140,Endless Space® - Collection,2012-07-04,Strategy,windows;mac
208200,Doom 3: BFG Edition,2012-10-18,Action,windows
208400,Avernum: Escape From the Pit,2012-04-11,Strategy;RPG;Indie,windows;mac
208460,Tryst,2012-09-14,Action;Indie;Strategy,windows
208500,F1 2012™,2012-09-19,Racing;Simulation;Sports,windows
208520,Omerta - City of Gangsters,2013-01-31,Simulation;Strategy,windows;mac
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2012-08-23,windows;mac;linux,& Windows Update)"
208600,Lunar Flight,2012-04-10,Indie;Simulation,windows;mac
208620,Midnight Mysteries: Salem Witch Trials,2012-03-28,Adventure;Casual,windows
208630,Midnight Mysteries 3: Devil on the Mississippi,2012-03-28,Adventure;Casual,windows
208640,Midnight Mysteries 4: Haunted Houdini,2012-03-28,Adventure;Casual,windows
208650,Batman™: Arkham Knight,2015-06-23,Action;Adventure,windows
208670,Blades of Time,2012-04-20,Action;Adventure,windows;mac
208710,Colour Bind,2012-09-24,Action;Indie,windows
208730,Game of Thrones,2012-06-07,Action;RPG,windows
208750,Apotheon,2015-02-03,Action;Adventure;Indie;RPG,windows;mac;linux
209000,Batman™: Arkham Origins,2013-10-24,Action;Adventure,windows
209060,Drunken Robot Pornography,2014-02-19,0,"Dejobaan Games
209080,Guns of Icarus Online,2012-10-29,Action;Adventure;Indie;Simulation,windows;mac;linux
209100,Resident Evil: Operation Raccoon City,2012-05-18,Action,windows
209120,Street Fighter X Tekken,2012-05-11,0,"Capcom U.S.A.
209160,Call of Duty®: Ghosts,2014-03-25,Action,windows
209190,Stealth Bastard Deluxe,2012-11-28,Action;Indie,windows;mac;linux
209230,Sherlock Holmes and The Hound of The Baskervilles,2012-04-23,Adventure;Casual,windows
209330,A Valley Without Wind,2012-04-24,0,"Arcen Games
209360,All Zombies Must Die!: Scorepocalypse,2012-04-19,Action;Indie,windows
209370,Analogue: A Hate Story,2012-04-27,Indie,windows;mac;linux
209390,Dungeonbowl - Knockout Edition,2012-07-02,Sports;Strategy,windows
209520,Mini Motor Racing EVO,2013-05-01,Casual;Indie;Racing,windows
209540,Strike Suit Zero,2013-01-23,Action;Indie;Simulation,windows;mac;linux
209610,Roller Coaster Rampage,2012-06-19,Casual;Indie;Simulation,windows
209630,Magrunner: Dark Pulse,2013-06-20,Action;Adventure,windows
209650,Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,Action,windows
209670,Cortex Command,2012-09-28,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,LLC"
209690,Fieldrunners,2012-05-24,Strategy;Indie;Casual,windows;mac
209730,R.A.W. Realms of Ancient War,2012-10-11,Action;RPG,windows
209750,Cannon Fodder 3,2012-08-06,Action,windows
209790,Splice,2012-06-13,Indie;Casual,windows;mac;linux
209830,Lone Survivor: The Director's Cut,2012-04-23,Action;Adventure;Indie;RPG;Simulation,windows;mac
209850,Highborn,2013-02-19,Casual;Indie;Strategy,windows;mac
209950,Triple Town,2012-12-06,Casual;Indie;Strategy,windows;mac
210170,Spirits,2012-09-04,Action;Indie;Strategy,windows;mac;linux
210230,Nancy Drew®: Tomb of the Lost Queen,2012-05-16,Adventure,windows;mac
210770,Sanctum 2,2013-05-15,Action;Indie;Strategy,windows;mac;linux
210870,Cloudberry Kingdom™,2013-08-02,Indie,windows
210950,Rune Classic,2012-06-13,Action;Adventure,windows
210970,The Witness,2016-01-26,0,"Thekla
211010,Alien Shooter 2 Conscription,2012-05-18,Action;Indie;RPG,windows
211160,Viking: Battle for Asgard,2012-10-17,Single-player;Steam Achievements;Steam Leaderboards,SEGA
211180,Unmechanical,2012-08-08,Adventure;Casual;Indie,windows;mac;linux
211260,They Bleed Pixels,2012-08-29,Action;Indie,windows;mac;linux
211280,Primal Fears,2013-01-08,Action;Indie,windows
211340,Magical Diary: Horse Hall,2012-05-31,Adventure;Indie;RPG,windows;mac;linux
211360,Offspring Fling!,2012-05-11,Adventure;Indie,windows;mac
211400,Deadlight,2012-10-25,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Microsoft Studios
211440,Adventures of Shuggy,2012-06-13,Indie,windows;mac;linux
211500,RaceRoom Racing Experience,2013-02-12,Free to Play;Racing;Simulation;Sports,windows
211580,Wanderlust: Rebirth,2012-07-27,Action;Adventure;Indie;RPG,windows
211600,Thief™ Gold,2012-05-22,Action;Simulation,windows
211740,Thief™ II: The Metal Age,2012-05-22,Action;Simulation,windows
211780,Conflict Desert Storm™,2012-05-28,Action,windows
211800,Dead Hungry Diner,2012-05-16,Casual;Indie,windows
211820,Starbound,2016-07-22,Action;Adventure;Casual;Indie;RPG,windows;mac;linux
211900,Conquest of Elysium 3,2012-10-24,Indie;Strategy,windows;mac;linux
211970,Test Drive: Ferrari Racing Legends,2012-12-10,Racing,windows
212010,Galaxy on Fire 2™ Full HD,2012-08-21,Action;Indie;Simulation;Strategy,windows
212030,Kung Fu Strike - The Warrior's Rise,2012-07-24,Action;Indie,windows
212050,Resonance,2012-07-25,Adventure;Indie,windows
212070,Star Conflict,2013-02-27,Action;Free to Play;Massively Multiplayer;Simulation,windows;mac;linux
212110,Sugar Cube: Bittersweet Factory,2012-11-07,Action;Indie,windows
212160,Vindictus,2012-06-22,Action;Adventure;Free to Play;Massively Multiplayer;RPG,windows
212390,Continent of the Ninth Seal,2012-09-13,Action;Free to Play;Massively Multiplayer;RPG,windows
212500,The Lord of the Rings Online™,2012-06-06,0,"Standing Stone Games
212630,Tom Clancy's Ghost Recon: Future Soldier™,2012-06-27,Action,windows
212680,FTL: Faster Than Light,2012-09-14,Indie;Simulation;Strategy,windows;mac;linux
212700,Party of Sin,2012-12-13,Action;Adventure;Indie,windows
212780,New Star Soccer 5,2012-09-27,Indie;Simulation;Sports,windows;mac
212800,Super Crate Box,2012-08-29,Action;Free to Play;Indie,windows;mac;linux
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,Single-player;Full controller support;Steam Cloud,Inc."
213330,LEGO® Batman™ 2: DC Super Heroes,2012-06-22,Action;Adventure,windows
213350,MDK2 HD,2012-07-30,Action,windows
213390,Atooms to Moolecules Demo,2012-04-06,Indie;Casual,windows
213610,Sonic Adventure 2,2012-11-19,Action,windows
213650,Dwarfs - F2P,2012-10-18,Casual;Free to Play;Indie;Strategy,windows;mac
213670,South Park™: The Stick of Truth™,2014-03-06,Action;Adventure;RPG,windows
213850,Magic 2014 — Duels of the Planeswalkers,2013-06-26,Strategy,windows
214100,Rigonauts,2012-08-07,Single-player;Steam Achievements,Engient
214130,Aerofly FS 1 Flight Simulator,2012-10-17,Indie;Simulation,windows
214150,Galactic Civilizations® I: Ultimate Edition,2012-08-14,Strategy,windows
214170,Divine Divinity,2012-07-05,RPG,windows
214250,I Am Alive,2012-09-06,Action;Adventure,windows
214340,Deponia,2012-08-06,Adventure;Indie,windows;mac;linux
214360,Tower Wars,2012-08-14,Action;Indie;Strategy,windows;mac
214420,Gear Up,2015-01-28,Action;Free to Play;Indie,windows;mac;linux
214490,Alien: Isolation,2014-10-06,Action,windows;mac;linux
214550,Eets Munchies,2014-03-11,Casual;Indie;Simulation;Strategy,windows;mac;linux
214570,ETHER VAPOR Remaster,2012-09-27,Action,windows
214590,Fairy Bloom Freesia,2012-10-17,Action;Indie,windows
214610,Cherry Tree High Comedy Club,2012-11-08,Adventure;Indie,windows
214630,Call of Duty: Black Ops - Mac Edition,2012-09-27,Action,mac
214700,Thirty Flights of Loving,2012-08-20,Adventure;Casual;Indie,windows;mac
214730,Space Rangers HD: A War Apart,2013-10-17,Action;Adventure;RPG;Simulation;Strategy,windows
214770,Guacamelee! Gold Edition,2013-08-08,Action;Adventure;Indie,windows;mac;linux
214790,The Basement Collection,2012-08-31,Adventure;Indie;Strategy,windows;mac
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012-09-27,Action;Casual;RPG,windows
214870,Painkiller Hell & Damnation,2012-10-31,Action,windows;mac;linux
214910,Air Conflicts: Pacific Carriers,2012-09-21,Action;Simulation,windows;mac
214950,Total War™: ROME II - Emperor Edition,2013-09-02,Strategy,windows;mac
214970,Intrusion 2,2012-09-11,Action;Indie,windows;linux
215080,WAKFU,2014-09-18,Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,windows;mac;linux
215160,The Book of Unwritten Tales,2012-07-31,Adventure,windows;mac;linux
215280,Secret World Legends,2017-07-31,Action;Adventure;Free to Play;Massively Multiplayer;RPG,windows
215390,Damage Inc. Pacific Squadron WWII,2012-08-28,Action;Simulation,windows
215470,Primal Carnage,2012-10-29,Action;Indie,windows
215510,Rocketbirds: Hardboiled Chicken,2012-10-15,Adventure;Indie,windows;mac;linux
215530,The Incredible Adventures of Van Helsing,2013-05-22,Action;Adventure;Indie;RPG,windows
215550,Zombie Playground™,2016-10-31,Violent;Gore;Action;Adventure;Indie;RPG,windows;mac
215630,Demonicon,2013-10-24,Action;Adventure;RPG,windows
215670,Home,2012-08-31,Adventure;Indie,windows;mac
215690,Zeno Clash 2,2013-04-30,Action;Indie,windows
215710,Fieldrunners 2,2013-01-10,Action;Strategy;Casual,windows
215770,Shad'O,2012-09-04,Action;Indie;Strategy,windows
215790,Dream Pinball 3D,2012-09-19,Casual;Simulation,windows;mac
215830,Closers,2018-02-06,Action;Free to Play;Massively Multiplayer;RPG,windows
215870,Dungeon-Party,2013-03-13,Free to Play;Massively Multiplayer,windows
215930,Jagged Alliance 2 - Wildfire,2012-11-16,RPG;Strategy,windows;mac;linux
216090,Go Home Dinosaurs!,2013-03-14,Casual;Indie;Strategy,windows
216110,Tiny Troopers,2012-08-24,Action;Indie;Strategy,windows;mac
216130,Gemini Wars,2012-11-02,Indie;Strategy,windows;mac
216150,MapleStory,2012-08-09,Casual;Free to Play;Massively Multiplayer;RPG,windows
216210,Secret Files 3,2012-09-13,Adventure,windows
216260,Don Bradman Cricket 14,2014-06-25,Indie;Simulation;Sports,windows
216290,Gateways,2012-09-13,Indie,windows;mac;linux
216670,Great Big War Game,2012-08-28,Indie;Strategy,windows
216890,Blood Bowl: Chaos Edition,2012-10-11,Sports;Strategy,windows
216910,Of Orcs And Men,2012-10-11,Action;RPG,windows
216930,Luxor: Amun Rising HD,2012-09-03,Casual,windows
217120,Waves 2,2015-12-16,Action;Casual;Indie;Early Access,windows
217140,Rise of the Triad,2013-07-31,Action,windows
217200,Worms Armageddon,2013-03-19,Strategy,windows
217270,Karateka,2012-12-03,Action;Indie,windows
217290,Din's Curse,2012-08-22,Action;Indie;RPG,windows;mac;linux
217690,Anna - Extended Edition,2013-04-12,Adventure;Indie,windows;mac;linux
217750,Age of Conan: Unchained,2013-02-22,Action;Adventure;Free to Play;Massively Multiplayer;RPG,windows
217790,Dogfight 1942,2012-09-21,Simulation,windows
217920,Alien Rage - Unlimited,2013-09-24,Action,windows
218020,Nethergate: Resurrection,2012-10-05,Strategy;RPG;Indie,windows
218040,Democracy 2,2012-10-11,Indie;Simulation;Strategy,windows;mac
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,Action;Indie,windows;mac;linux
218090,Unity of Command: Stalingrad Campaign,2012-10-17,Indie;Strategy,windows;mac;linux
218230,PlanetSide 2,2012-11-20,Action;Free to Play;Massively Multiplayer,windows
